Year,County,Beef Cattle,Hogs,Milk Cattle,Other Cattle,CAP,CGH,CGY,SH,SAP,SY
2013,Buchanan,6378.036571428571,381487.45028571424,2643.461714285714,19726.18666666667,198000.0,195000.0,168.8,79000.0,79300.0,49.2
2014,Buchanan,6227.254857142858,385372.2754285715,2530.0925714285713,17881.880000000005,192500.0,190400.0,169.3,87000.0,87700.0,49.5
2015,Buchanan,5902.6548571428575,384416.4754285714,2422.8925714285715,16564.079999999998,191500.0,187200.0,191.6,85400.0,85700.0,57.7
2016,Buchanan,5404.236571428572,378620.05028571433,2321.8617142857147,15772.786666666667,197500.0,192500.0,205.6,77500.0,77700.0,60.2
2017,Buchanan,4732.0,367983.0,2227.0,15508.0,187000.0,182600.0,221.3,84800.0,85300.0,55.9
2018,Buchanan,3885.9451428571433,352505.3245714286,2138.3074285714288,15769.720000000001,189500.0,184900.0,207.1,82000.0,82600.0,57.2
2019,Buchanan,2866.072,332187.024,2055.7839999999997,16557.94666666667,195000.0,190300.0,218.9,72500.0,73100.0,55.2
1997,Chickasaw,6433.0,127832.0,5767.0,0.0,123300.0,117200.0,142.0,97800.0,98800.0,45.8
1998,Chickasaw,6029.148571428573,122699.20228571429,5554.8182857142865,1785.960000000001,128400.0,124300.0,150.0,100800.0,101100.0,48.0
1999,Chickasaw,5694.422857142857,121311.80342857142,5344.2274285714275,8651.039999999995,128000.0,124100.0,152.4,106900.0,107000.0,46.5
2000,Chickasaw,5428.822857142858,123669.80342857142,5135.227428571429,14805.573333333337,131000.0,126300.0,144.4,103700.0,104000.0,50.4
2001,Chickasaw,5232.348571428571,129773.20228571427,4927.818285714286,20249.559999999998,120000.0,115300.0,140.3,112300.0,113000.0,34.8
2002,Chickasaw,5105.0,139622.0,4722.0,24983.0,126400.0,120500.0,172.6,101800.0,102000.0,49.7
2003,Chickasaw,5046.777142857143,153216.19657142856,4517.772571428572,29005.893333333333,126000.0,119000.0,146.6,105600.0,106000.0,23.1
2004,Chickasaw,5057.68,170555.79200000002,4315.136,32318.239999999998,132000.0,127000.0,175.0,99700.0,100000.0,44.8
2005,Chickasaw,5120.782857142857,190607.42742857145,4118.139428571429,34920.04,132000.0,127000.0,187.2,98900.0,99500.0,57.3
2006,Chickasaw,5134.531428571429,207170.9497142858,3951.0777142857155,36811.293333333335,131500.0,127800.0,174.6,99500.0,100000.0,50.0
2007,Chickasaw,5082.0,219213.0,3818.0,37992.0,152000.0,147000.0,168.8,81100.0,81200.0,50.4
2008,Chickasaw,4963.188571428573,226733.57828571435,3718.9062857142862,38462.16,142000.0,135500.0,159.0,94200.0,94500.0,45.0
2009,Chickasaw,4778.097142857143,229732.6845714286,3653.7965714285715,38221.77333333333,145500.0,136500.0,169.3,93900.0,95000.0,46.5
2010,Chickasaw,4549.28,228889.752,3613.376,37340.18666666666,147000.0,142000.0,182.0,90900.0,91200.0,54.0
2011,Chickasaw,4412.062857142857,228281.37942857144,3541.8754285714285,36233.48,152500.0,149900.0,188.8,88300.0,88900.0,51.4
2012,Chickasaw,4389.0,228587.0,3430.0,34971.0,160000.0,152400.0,125.8,81700.0,82000.0,43.5
2013,Chickasaw,4480.091428571429,229806.61371428572,3277.7497142857137,33552.74666666667,141000.0,132600.0,171.8,82400.0,82700.0,47.2
2014,Chickasaw,4685.337142857143,231940.2205714286,3085.1245714285715,31978.72000000001,154000.0,148400.0,157.6,86600.0,87000.0,46.6
2015,Chickasaw,5004.737142857142,234987.82057142857,2852.124571428571,30248.92,148500.0,141300.0,202.8,92600.0,92900.0,55.6
2016,Chickasaw,5438.291428571429,238949.41371428574,2578.7497142857146,28363.34666666667,158000.0,154000.0,206.6,81000.0,81400.0,56.0
2017,Chickasaw,5986.0,243825.0,2265.0,26322.0,150500.0,140800.0,194.4,88800.0,89300.0,50.4
2018,Chickasaw,6647.862857142858,249614.57942857145,1910.875428571429,24124.879999999997,148500.0,143200.0,192.9,87900.0,89000.0,53.2
2019,Chickasaw,7423.88,256318.15199999997,1516.3760000000002,21771.986666666664,151500.0,144000.0,212.1,80800.0,81500.0,54.5
1997,Clayton,16221.0,237414.0,21704.0,20468.50000000001,158800.0,150300.0,137.6,45200.0,46000.0,48.4
1998,Clayton,16900.753142857146,222659.02742857143,21238.757714285715,27016.799999999996,167900.0,162900.0,153.9,45500.0,45600.0,53.4
1999,Clayton,17354.029714285713,209779.4411428571,20702.836571428572,32825.39999999998,141000.0,133100.0,154.1,38900.0,39000.0,49.6
2000,Clayton,17580.829714285715,198775.24114285712,20096.236571428573,37894.30000000001,141000.0,134000.0,147.2,42900.0,43000.0,52.0
2001,Clayton,17581.153142857143,189646.42742857142,19418.957714285716,42223.5,128000.0,120900.0,152.5,52600.0,53000.0,46.5
2002,Clayton,17355.0,182393.0,18671.0,45813.0,137000.0,127500.0,172.5,47800.0,48000.0,54.9
2003,Clayton,16902.370285714285,177014.95885714286,17852.36342857143,48662.8,136500.0,125500.0,160.6,51800.0,52000.0,37.3
2004,Clayton,16223.264000000003,173512.304,16963.048000000003,50772.899999999994,137500.0,129000.0,176.3,50700.0,51000.0,49.2
2005,Clayton,15369.717714285716,172207.12914285716,16018.532571428572,52143.3,137000.0,129000.0,180.9,45400.0,45500.0,58.3
2006,Clayton,14653.95085714286,175031.9965714286,15111.690285714289,52774.00000000001,131000.0,122100.0,173.2,52800.0,53000.0,53.9
2007,Clayton,14128.0,182309.0,14258.0,52665.0,151500.0,141900.0,173.6,42000.0,42100.0,52.3
2008,Clayton,13791.865142857148,194038.13942857148,13457.461714285717,51816.3,143500.0,129000.0,171.0,51700.0,52000.0,50.5
2009,Clayton,13645.546285714287,210219.4148571429,12710.075428571428,50227.9,151500.0,141500.0,172.1,46700.0,47500.0,48.5
2010,Clayton,13686.904,229877.14400000003,12030.408,48037.06,153000.0,147500.0,176.9,50500.0,51000.0,56.8
2011,Clayton,13903.101714285714,247157.23314285715,11505.860571428571,46067.34000000001,164000.0,159000.0,186.8,43800.0,44100.0,59.1
2012,Clayton,14292.0,261084.0,11151.0,44456.0,163500.0,152600.0,152.9,47300.0,47500.0,54.7
2013,Clayton,14853.598857142855,271657.4445714286,10965.826285714285,43203.04,156500.0,146800.0,181.2,50000.0,50100.0,55.1
2014,Clayton,15587.898285714286,278877.56685714284,10950.33942857143,42308.46000000001,155000.0,148600.0,176.7,55400.0,56000.0,51.5
2015,Clayton,16494.898285714284,282744.3668571428,11104.539428571428,41772.259999999995,153000.0,146700.0,193.2,54800.0,55000.0,56.8
2016,Clayton,17574.598857142857,283257.8445714286,11428.426285714288,41594.44,153000.0,143700.0,210.3,56300.0,56400.0,63.2
2017,Clayton,18827.0,280418.0,11922.0,41775.0,151000.0,142600.0,213.6,57300.0,57800.0,59.0
2018,Clayton,20252.101714285713,274224.8331428572,12585.260571428571,42313.94,149000.0,139800.0,201.5,58800.0,59200.0,58.8
2019,Clayton,21849.904000000002,264678.344,13418.207999999999,43211.259999999995,153500.0,143200.0,197.5,49700.0,50300.0,56.4
1997,Delaware,7929.0,389058.0,18691.0,0.0,174600.0,164200.0,143.1,63500.0,64600.0,51.9
1998,Delaware,7671.2422857142865,357101.7017142857,17490.461714285717,0.0,174600.0,168200.0,151.3,71100.0,71300.0,53.7
1999,Delaware,7493.163428571428,331669.65257142857,16521.49257142857,0.0,171000.0,166400.0,159.3,78900.0,79000.0,53.3
2000,Delaware,7394.763428571428,312761.8525714286,15784.092571428571,16384.24000000002,169000.0,164100.0,144.2,84900.0,85000.0,54.0
2001,Delaware,7376.042285714286,300378.30171428574,15278.261714285713,36016.76,160000.0,154500.0,169.3,92400.0,93000.0,48.5
2002,Delaware,7437.0,294519.0,15004.0,52802.0,162000.0,153000.0,183.0,83800.0,84000.0,53.6
2003,Delaware,7577.636571428572,295183.94742857147,14961.30742857143,66739.95999999999,171500.0,159500.0,158.9,78700.0,79000.0,29.7
2004,Delaware,7797.952,302373.14400000003,15150.184000000001,77830.63999999998,178000.0,169500.0,176.6,70400.0,71000.0,49.1
2005,Delaware,8110.947428571429,315045.78057142865,15500.100571428571,86074.04,184000.0,175000.0,177.1,64100.0,64500.0,55.4
2006,Delaware,8594.629714285717,326957.0022857144,15587.882285714288,91470.16,178000.0,168900.0,180.5,67900.0,68500.0,55.7
2007,Delaware,9262.0,337066.0,15343.0,94019.0,202000.0,191300.0,179.8,46100.0,46200.0,54.2
2008,Delaware,10113.058285714287,345372.7737142858,14765.453714285717,93720.56,192000.0,173000.0,159.0,60200.0,60500.0,46.5
2009,Delaware,11147.80457142857,351877.32342857146,13855.243428571428,90574.84,188500.0,174500.0,176.3,61000.0,61500.0,49.5
2010,Delaware,12309.712,356694.024,12676.104,85191.23999999999,199000.0,186500.0,175.8,52500.0,53000.0,56.3
2011,Delaware,13259.619428571428,360509.1245714285,11610.444571428572,81226.16,207500.0,201000.0,186.5,45500.0,45900.0,57.5
2012,Delaware,13941.0,363437.0,10722.0,79289.0,205000.0,196400.0,129.8,47800.0,48000.0,44.5
2013,Delaware,14353.853714285713,365477.65028571425,10010.770285714285,79379.76000000001,205000.0,187700.0,184.7,47900.0,48000.0,55.4
2014,Delaware,14498.18057142857,366631.07542857144,9476.755428571429,81498.44,195500.0,187500.0,174.9,58800.0,59100.0,49.7
2015,Delaware,14373.98057142857,366897.2754285714,9119.955428571428,85645.04,195000.0,188200.0,195.8,59000.0,59200.0,56.8
2016,Delaware,13981.253714285715,366276.25028571434,8940.370285714287,91819.56000000001,194000.0,179700.0,202.3,55900.0,56000.0,63.8
2017,Delaware,13320.0,364768.0,8938.0,100022.0,194000.0,184000.0,218.0,58100.0,58500.0,63.0
2018,Delaware,12390.219428571429,362372.5245714286,9112.844571428572,110252.36,189500.0,179800.0,224.8,62800.0,63300.0,63.9
2019,Delaware,11191.911999999998,359089.824,9464.904,122510.64000000001,201000.0,193200.0,204.6,62800.0,63300.0,63.9
1997,Dubuque,16797.0,255107.0,27852.0,0.0,130200.0,119200.0,138.5,20600.0,21300.0,50.4
1998,Dubuque,16329.869714285715,227256.69942857142,25981.44,0.0,130700.0,123200.0,156.7,24700.0,24800.0,53.6
1999,Dubuque,15865.804571428569,205205.24914285715,24345.36,19886.320000000007,124000.0,118800.0,150.6,33900.0,34000.0,56.0
2000,Dubuque,15404.804571428573,188952.64914285715,22943.76,38056.38666666668,124000.0,117900.0,151.3,36900.0,37000.0,53.3
2001,Dubuque,14946.869714285713,178498.89942857143,21776.64,54161.280000000006,115000.0,108500.0,157.9,43600.0,44000.0,48.2
2002,Dubuque,14492.0,173844.0,20844.0,68201.0,115800.0,106500.0,173.7,36900.0,37000.0,51.8
2003,Dubuque,14040.195428571427,174987.95085714286,20145.84,80175.54666666668,124000.0,112000.0,157.1,36900.0,37000.0,34.0
2004,Dubuque,13591.456,181930.752,19682.16,90084.92,127000.0,118000.0,183.0,34600.0,35000.0,49.9
2005,Dubuque,13161.596571428572,193156.91314285714,19424.24,97929.12,131000.0,122000.0,183.0,34300.0,34500.0,59.7
2006,Dubuque,12845.506285714288,199573.49257142862,19199.760000000002,103708.14666666667,128000.0,118200.0,182.6,33800.0,34000.0,55.7
2007,Dubuque,12659.0,199665.0,18980.0,107422.0,138500.0,127000.0,182.0,26600.0,26700.0,54.2
2008,Dubuque,12602.077714285715,193431.43542857148,18764.960000000003,109070.68,135500.0,120000.0,158.0,33200.0,33500.0,44.5
2009,Dubuque,12674.739428571427,180872.79885714286,18554.64,108654.18666666665,137500.0,124500.0,183.8,33200.0,34000.0,51.0
2010,Dubuque,12862.376,163270.07200000001,18372.48,106453.73333333332,141000.0,131000.0,170.4,32700.0,33400.0,54.3
2011,Dubuque,13077.332571428571,148309.14514285716,18359.12,104156.60000000002,149500.0,141100.0,185.1,31100.0,31400.0,59.1
2012,Dubuque,13305.0,137271.0,18538.0,102044.0,150500.0,140400.0,149.4,33900.0,34000.0,54.2
2013,Dubuque,13545.378285714283,130155.63657142856,18909.12,100115.93333333335,149500.0,136900.0,196.0,34100.0,34200.0,57.2
2014,Dubuque,13798.467428571428,126963.05485714287,19472.48,98372.40000000002,146000.0,133900.0,184.9,38100.0,38300.0,55.1
2015,Dubuque,14064.267428571427,127693.25485714285,20228.079999999998,96813.4,150500.0,137600.0,197.0,37800.0,38000.0,59.1
2016,Dubuque,14342.778285714285,132346.23657142857,21175.920000000002,95438.93333333333,151500.0,144600.0,211.5,39100.0,39200.0,57.8
2017,Dubuque,14634.0,140922.0,22316.0,94249.0,151500.0,134100.0,215.1,40400.0,40600.0,59.6
2018,Dubuque,14937.932571428573,153420.54514285715,23648.320000000003,93243.6,149000.0,141400.0,211.8,40900.0,41200.0,62.0
2019,Dubuque,15254.576000000001,169841.872,25172.879999999997,92422.73333333334,151000.0,141300.0,216.4,36100.0,36500.0,60.2
1997,Fayette,9441.0,240210.0,12729.0,18055.16666666668,187600.0,178300.0,142.1,113900.0,116000.0,47.5
1998,Fayette,9492.221714285715,238952.07885714291,12313.132571428572,22047.359999999993,193300.0,185000.0,154.3,116600.0,116900.0,53.7
1999,Fayette,9468.532571428572,238409.81828571425,11917.598857142857,25727.639999999992,181000.0,168300.0,153.2,130800.0,131000.0,46.1
2000,Fayette,9369.932571428571,238583.2182857143,11542.398857142856,29096.006666666675,182000.0,171600.0,146.7,128800.0,129000.0,50.3
2001,Fayette,9196.421714285712,239472.27885714287,11187.532571428572,32152.46,168000.0,157300.0,160.2,142300.0,143000.0,42.0
2002,Fayette,8948.0,241077.0,10853.0,34897.0,172100.0,164000.0,175.6,126600.0,127000.0,50.9
2003,Fayette,8624.667428571429,243397.3817142857,10538.801142857143,37329.62666666666,176000.0,167000.0,153.3,129300.0,130000.0,25.2
2004,Fayette,8226.423999999999,246433.424,10244.936,39450.34,182000.0,173000.0,166.7,122500.0,123000.0,47.3
2005,Fayette,7813.660571428571,249997.22628571428,9969.390857142856,41259.14,186000.0,177000.0,189.8,122800.0,123500.0,58.7
2006,Fayette,7748.722285714287,252961.38514285718,9700.08342857143,42756.026666666665,183000.0,174500.0,173.9,123800.0,124500.0,52.8
2007,Fayette,8092.0,255138.0,9435.0,43941.0,209000.0,198200.0,171.3,96000.0,96100.0,50.6
2008,Fayette,8843.493714285714,256527.0708571429,9174.140571428572,44814.06,195500.0,183000.0,167.0,111000.0,112500.0,45.0
2009,Fayette,10003.203428571429,257128.59771428572,8917.505142857142,45375.206666666665,189000.0,167500.0,158.6,112000.0,116000.0,43.0
2010,Fayette,11462.584,256935.94400000005,8660.976,45599.47333333333,193000.0,185000.0,166.5,107000.0,107500.0,52.6
2011,Fayette,12570.364571428572,255909.2902857143,8379.846857142857,45337.06,203000.0,197900.0,186.6,102400.0,103000.0,57.9
2012,Fayette,13218.0,254042.0,8070.0,44563.0,207000.0,198200.0,151.0,103600.0,104000.0,50.6
2013,Fayette,13405.490285714284,251334.07314285715,7731.435428571428,43277.293333333335,188000.0,178000.0,181.2,108100.0,108500.0,50.0
2014,Fayette,13132.83542857143,247785.50971428576,7364.153142857143,41479.94,196000.0,190700.0,170.9,111400.0,112000.0,49.5
2015,Fayette,12400.035428571427,243396.30971428572,6968.1531428571425,39170.939999999995,190000.0,178500.0,191.8,119600.0,120000.0,56.3
2016,Fayette,11207.090285714286,238166.47314285717,6543.435428571429,36350.293333333335,196000.0,190000.0,202.5,108100.0,108500.0,62.3
2017,Fayette,9554.0,232096.0,6090.0,33018.0,191000.0,184200.0,207.6,114800.0,115500.0,56.3
2018,Fayette,7440.764571428573,225184.89028571427,5607.8468571428575,29174.059999999998,191500.0,185400.0,200.1,108100.0,109000.0,56.5
2019,Fayette,4867.384,217433.14399999997,5096.976,24818.473333333335,202000.0,198300.0,200.5,97900.0,98700.0,55.5
1997,Howard,5237.0,97430.0,4536.0,25816.66666666667,113300.0,108300.0,140.9,96800.0,98600.0,44.3
1998,Howard,5596.152000000001,98632.60114285714,4063.274285714286,24800.479999999996,122500.0,119500.0,151.0,94700.0,95100.0,47.1
1999,Howard,5832.728,103168.3017142857,3697.4114285714286,23982.51999999999,110000.0,107800.0,154.4,103900.0,104000.0,46.7
2000,Howard,5946.728000000001,111037.10171428572,3438.411428571429,23362.786666666674,114000.0,111800.0,140.3,97800.0,98000.0,48.0
2001,Howard,5938.152,122239.00114285713,3286.2742857142853,22941.28,104000.0,101400.0,130.5,108500.0,109000.0,31.4
2002,Howard,5807.0,136774.0,3241.0,22718.0,108700.0,104500.0,164.6,96900.0,97000.0,49.2
2003,Howard,5553.272000000001,154642.09828571428,3302.5885714285714,22692.946666666667,109000.0,104000.0,151.4,100600.0,101000.0,26.4
2004,Howard,5176.968,175843.296,3471.04,22866.12,115000.0,111500.0,160.8,94800.0,95000.0,40.4
2005,Howard,4705.304,198963.8137142857,3718.7314285714288,23237.52,122000.0,119000.0,183.8,94000.0,94500.0,54.9
2006,Howard,4301.576000000001,215520.9748571429,3879.925714285715,23807.146666666667,116500.0,114800.0,165.3,94100.0,94500.0,47.3
2007,Howard,3993.0,224101.0,3927.0,24575.0,131000.0,128500.0,169.8,79900.0,80000.0,48.8
2008,Howard,3779.576000000001,224703.8891428572,3859.954285714286,25541.08,123000.0,118000.0,164.0,88700.0,89000.0,44.5
2009,Howard,3661.304,217329.6422857143,3678.7885714285712,26705.386666666665,128000.0,122500.0,169.9,90700.0,91500.0,43.5
2010,Howard,3632.8880000000004,203969.01600000003,3406.08,27986.29333333333,130500.0,125500.0,191.4,90700.0,90900.0,54.7
2011,Howard,3662.5520000000006,196566.54971428573,3177.2914285714282,28894.04,136500.0,128000.0,185.8,87900.0,88500.0,51.4
2012,Howard,3745.0,197113.0,3015.0,29347.0,138500.0,133900.0,137.8,85200.0,85500.0,46.4
2013,Howard,3880.232,205608.3668571429,2919.205714285714,29345.173333333336,86000.0,78600.0,159.1,80200.0,80500.0,41.2
2014,Howard,4068.248,222052.6502857143,2889.908571428571,28888.559999999998,136500.0,133300.0,164.4,84600.0,85000.0,48.7
2015,Howard,4309.048,246445.85028571426,2927.108571428571,27977.159999999996,126000.0,119700.0,202.1,94600.0,94900.0,59.9
2016,Howard,4602.6320000000005,278787.96685714286,3030.8057142857147,26610.973333333335,132500.0,128700.0,202.2,85000.0,85200.0,56.4
2017,Howard,4949.0,319079.0,3201.0,24790.0,124000.0,121000.0,201.7,88800.0,89300.0,51.6
2018,Howard,5348.152,367318.9497142857,3437.6914285714292,22514.24,131000.0,126500.0,185.5,86500.0,87100.0,53.7
2019,Howard,5800.088,423507.81600000005,3740.88,19783.693333333336,134000.0,128200.0,194.2,81000.0,81500.0,52.1
1997,Winneshiek,14303.0,124912.0,19401.0,71863.50000000001,137600.0,124900.0,141.6,54000.0,55000.0,46.0
1998,Winneshiek,14798.650285714286,125156.27885714287,19646.217142857142,65629.44,141900.0,131900.0,152.5,63200.0,63400.0,44.7
1999,Winneshiek,15093.875428571428,124617.01828571428,19716.125714285714,60141.75999999999,140000.0,128400.0,160.5,69900.0,70000.0,47.1
2000,Winneshiek,15188.675428571429,123294.21828571429,19610.725714285716,55400.46000000001,139000.0,128900.0,147.9,73900.0,74000.0,51.1
2001,Winneshiek,15083.050285714286,121187.87885714286,19330.01714285714,51405.54,130000.0,119500.0,132.1,78100.0,79000.0,34.5
2002,Winneshiek,14777.0,118298.0,18874.0,48157.0,134000.0,121000.0,166.9,70800.0,71000.0,52.1
2003,Winneshiek,14270.524571428574,114624.58171428573,18242.674285714285,45654.840000000004,136000.0,121000.0,146.7,76700.0,77000.0,31.9
2004,Winneshiek,13563.624,110167.62400000001,17436.04,43899.06,137000.0,125000.0,169.9,72600.0,73000.0,43.2
2005,Winneshiek,12737.363428571427,105329.8262857143,16502.045714285712,42889.66,137000.0,125000.0,186.4,72000.0,72500.0,55.5
2006,Winneshiek,12278.133714285716,102527.38514285717,15728.382857142858,42626.63999999999,136500.0,123100.0,171.9,73600.0,74000.0,49.4
2007,Winneshiek,12267.0,102163.0,15163.0,43110.0,159000.0,145500.0,174.0,55100.0,55200.0,50.9
2008,Winneshiek,12703.962285714288,104236.67085714288,14805.897142857144,44339.74,147000.0,133000.0,171.0,71700.0,72000.0,45.0
2009,Winneshiek,13589.020571428573,108748.3977142857,14657.074285714285,46315.85999999999,156500.0,139000.0,171.3,62300.0,65000.0,44.5
2010,Winneshiek,14814.304,115222.024,14697.96,48929.97999999999,153500.0,140500.0,190.5,67600.0,68000.0,55.1
2011,Winneshiek,15732.58742857143,120800.61028571428,14817.125714285716,51531.82,169500.0,147500.0,186.2,59800.0,60200.0,52.5
2012,Winneshiek,16236.0,125008.0,14996.0,54013.0,172500.0,154900.0,140.6,61300.0,61500.0,44.9
2013,Winneshiek,16324.541714285715,127844.19314285714,15234.582857142856,56373.52,147500.0,132500.0,181.8,56300.0,56600.0,48.9
2014,Winneshiek,15998.212571428572,129309.18971428572,15532.874285714286,58613.38,166000.0,149800.0,174.0,70600.0,70900.0,50.1
2015,Winneshiek,15257.01257142857,129402.9897142857,15890.874285714284,60732.579999999994,169000.0,158300.0,185.6,67800.0,68000.0,55.6
2016,Winneshiek,14100.941714285716,128125.59314285716,16308.582857142857,62731.12,169500.0,156000.0,210.7,62900.0,63600.0,58.4
2017,Winneshiek,12530.0,125477.0,16786.0,64609.0,171000.0,157400.0,199.7,67200.0,67600.0,54.6
2018,Winneshiek,10544.18742857143,121457.21028571429,17323.125714285718,66366.22000000002,165000.0,148900.0,198.1,65700.0,66200.0,51.7
2019,Winneshiek,8143.503999999997,116066.224,17919.96,68002.78,173000.0,157800.0,200.4,55000.0,55400.0,55.6
1997,Audubon,8916.0,167977.0,252.0,0.0,107900.0,106000.0,129.1,102400.0,103200.0,45.1
